pool,dataset,model,seed,nl,wss95
RQ2_A_osteoarthritis,van_der_Valk_2021,C2b_SciBERT_LR,44,0.4126,0.2601
RQ2_A_osteoarthritis,van_der_Valk_2021,C2b_SciBERT_LR,45,0.4126,0.2601
RQ2_A_osteoarthritis,van_der_Valk_2021,C2b_SciBERT_LR,46,0.4126,0.2601
RQ2_A_osteoarthritis,Meijboom_2021,C2b_SciBERT_LR,42,0.1634,0.4696
RQ2_A_osteoarthritis,Meijboom_2021,C2b_SciBERT_LR,43,0.1634,0.4696
RQ2_A_osteoarthritis,Meijboom_2021,C2b_SciBERT_LR,44,0.1634,0.4696
RQ2_A_osteoarthritis,Meijboom_2021,C2b_SciBERT_LR,45,0.1634,0.4696
RQ2_A_osteoarthritis,Meijboom_2021,C2b_SciBERT_LR,46,0.1634,0.4696
RQ2_A_osteoarthritis,Tektonidou_2019,C2b_SciBERT_LR,42,0.2294,0.351
RQ2_A_osteoarthritis,Tektonidou_2019,C2b_SciBERT_LR,43,0.2294,0.351
RQ2_A_osteoarthritis,Tektonidou_2019,C2b_SciBERT_LR,44,0.2294,0.351
RQ2_A_osteoarthritis,Tektonidou_2019,C2b_SciBERT_LR,45,0.2294,0.351
RQ2_A_osteoarthritis,Tektonidou_2019,C2b_SciBERT_LR,46,0.2294,0.351
RQ2_A_osteoarthritis,Pijls_2018,C2a_SciBERT_SVM,42,0.3673,0.1801
RQ2_A_osteoarthritis,Pijls_2018,C2a_SciBERT_SVM,43,0.3673,0.1801
RQ2_A_osteoarthritis,Pijls_2018,C2a_SciBERT_SVM,44,0.3673,0.1801
RQ2_A_osteoarthritis,Pijls_2018,C2a_SciBERT_SVM,45,0.3673,0.1801
RQ2_A_osteoarthritis,Pijls_2018,C2a_SciBERT_SVM,46,0.3673,0.1801
RQ2_A_osteoarthritis,Cozim-Melges_2024,C2a_SciBERT_SVM,42,0.353,0.165
RQ2_A_osteoarthritis,Cozim-Melges_2024,C2a_SciBERT_SVM,43,0.353,0.165
RQ2_A_osteoarthritis,Cozim-Melges_2024,C2a_SciBERT_SVM,44,0.353,0.165
RQ2_A_osteoarthritis,Cozim-Melges_2024,C2a_SciBERT_SVM,45,0.353,0.165
RQ2_A_osteoarthritis,Cozim-Melges_2024,C2a_SciBERT_SVM,46,0.353,0.165
RQ2_A_osteoarthritis,Pinos-Cisneros_2023,C2a_SciBERT_SVM,42,0.509,0.007
RQ2_A_osteoarthritis,Pinos-Cisneros_2023,C2a_SciBERT_SVM,43,0.509,0.007
RQ2_A_osteoarthritis,Pinos-Cisneros_2023,C2a_SciBERT_SVM,44,0.509,0.007
RQ2_A_osteoarthritis,Pinos-Cisneros_2023,C2a_SciBERT_SVM,45,0.509,0.007
RQ2_A_osteoarthritis,Pinos-Cisneros_2023,C2a_SciBERT_SVM,46,0.509,0.007
RQ2_A_osteoarthritis,van_der_Valk_2021,C2a_SciBERT_SVM,42,0.4131,0.2045
RQ2_A_osteoarthritis,van_der_Valk_2021,C2a_SciBERT_SVM,43,0.4131,0.2045
RQ2_A_osteoarthritis,van_der_Valk_2021,C2a_SciBERT_SVM,44,0.4131,0.2045
RQ2_A_osteoarthritis,van_der_Valk_2021,C2a_SciBERT_SVM,45,0.4131,0.2045
RQ2_A_osteoarthritis,van_der_Valk_2021,C2a_SciBERT_SVM,46,0.4131,0.2045
RQ2_A_osteoarthritis,Meijboom_2021,C2a_SciBERT_SVM,42,0.1526,0.5224
RQ2_A_osteoarthritis,Meijboom_2021,C2a_SciBERT_SVM,43,0.1526,0.5224
RQ2_A_osteoarthritis,Meijboom_2021,C2a_SciBERT_SVM,44,0.1526,0.5224
RQ2_A_osteoarthritis,Meijboom_2021,C2a_SciBERT_SVM,45,0.1526,0.5224
RQ2_A_osteoarthritis,Meijboom_2021,C2a_SciBERT_SVM,46,0.1526,0.5224
RQ2_A_osteoarthritis,Tektonidou_2019,C2a_SciBERT_SVM,42,0.2605,0.2796
RQ2_A_osteoarthritis,Tektonidou_2019,C2a_SciBERT_SVM,43,0.2605,0.2796
RQ2_A_osteoarthritis,Tektonidou_2019,C2a_SciBERT_SVM,44,0.2605,0.2796
RQ2_A_osteoarthritis,Tektonidou_2019,C2a_SciBERT_SVM,45,0.2605,0.2796
RQ2_A_osteoarthritis,Tektonidou_2019,C2a_SciBERT_SVM,46,0.2605,0.2796
RQ2_A_osteoarthritis,Pijls_2018,C3_GAT_only,42,0.5508,0.0536
RQ2_A_osteoarthritis,Pijls_2018,C3_GAT_only,43,0.5892,0.0
RQ2_A_osteoarthritis,Pijls_2018,C3_GAT_only,44,0.5851,0.0337
RQ2_A_osteoarthritis,Pijls_2018,C3_GAT_only,45,0.5955,0.0177
RQ2_A_osteoarthritis,Pijls_2018,C3_GAT_only,46,0.5648,0.0247
RQ2_A_osteoarthritis,Cozim-Melges_2024,C3_GAT_only,42,0.4398,0.0155
RQ2_A_osteoarthritis,Cozim-Melges_2024,C3_GAT_only,43,0.4764,0.0166
RQ2_A_osteoarthritis,Cozim-Melges_2024,C3_GAT_only,44,0.4678,0.0261
RQ2_A_osteoarthritis,Cozim-Melges_2024,C3_GAT_only,45,0.4707,0.0138
RQ2_A_osteoarthritis,Cozim-Melges_2024,C3_GAT_only,46,0.4905,0.0105
RQ2_A_osteoarthritis,Pinos-Cisneros_2023,C3_GAT_only,42,0.385,0.0509
RQ2_A_osteoarthritis,Pinos-Cisneros_2023,C3_GAT_only,43,0.3929,0.0158
RQ2_A_osteoarthritis,Pinos-Cisneros_2023,C3_GAT_only,44,0.3771,0.0596
RQ2_A_osteoarthritis,Pinos-Cisneros_2023,C3_GAT_only,45,0.3835,0.0465
RQ2_A_osteoarthritis,Pinos-Cisneros_2023,C3_GAT_only,46,0.3854,0.0509
RQ2_A_osteoarthritis,van_der_Valk_2021,C3_GAT_only,42,0.233,0.3298
RQ2_A_osteoarthritis,van_der_Valk_2021,C3_GAT_only,43,0.1992,0.419
RQ2_A_osteoarthritis,van_der_Valk_2021,C3_GAT_only,44,0.2003,0.3466
RQ2_A_osteoarthritis,van_der_Valk_2021,C3_GAT_only,45,0.2026,0.3854
RQ2_A_osteoarthritis,van_der_Valk_2021,C3_GAT_only,46,0.1977,0.4151
RQ2_A_osteoarthritis,Meijboom_2021,C3_GAT_only,42,0.2316,0.2272
RQ2_A_osteoarthritis,Meijboom_2021,C3_GAT_only,43,0.2591,0.1778
RQ2_A_osteoarthritis,Meijboom_2021,C3_GAT_only,44,0.2346,0.1251
RQ2_A_osteoarthritis,Meijboom_2021,C3_GAT_only,45,0.2338,0.225
RQ2_A_osteoarthritis,Meijboom_2021,C3_GAT_only,46,0.2327,0.1924
RQ2_A_osteoarthritis,Tektonidou_2019,C3_GAT_only,42,0.3461,0.2311
RQ2_A_osteoarthritis,Tektonidou_2019,C3_GAT_only,43,0.3506,0.1805
RQ2_A_osteoarthritis,Tektonidou_2019,C3_GAT_only,44,0.2938,0.2502
RQ2_A_osteoarthritis,Tektonidou_2019,C3_GAT_only,45,0.3565,0.2302
RQ2_A_osteoarthritis,Tektonidou_2019,C3_GAT_only,46,0.3077,0.2054
RQ2_A_osteoarthritis,Pijls_2018,C4_GNN_NLP_Fusion,42,0.3579,0.206
RQ2_A_osteoarthritis,Pijls_2018,C4_GNN_NLP_Fusion,43,0.3521,0.203
RQ2_A_osteoarthritis,Pijls_2018,C4_GNN_NLP_Fusion,44,0.3287,0.209
RQ2_A_osteoarthritis,Pijls_2018,C4_GNN_NLP_Fusion,45,0.3283,0.198
RQ2_A_osteoarthritis,Pijls_2018,C4_GNN_NLP_Fusion,46,0.3463,0.202
RQ2_A_osteoarthritis,Cozim-Melges_2024,C4_GNN_NLP_Fusion,42,0.2831,0.2882
RQ2_A_osteoarthritis,Cozim-Melges_2024,C4_GNN_NLP_Fusion,43,0.3061,0.2412
RQ2_A_osteoarthritis,Cozim-Melges_2024,C4_GNN_NLP_Fusion,44,0.3003,0.2775
RQ2_A_osteoarthritis,Cozim-Melges_2024,C4_GNN_NLP_Fusion,45,0.2829,0.3173
RQ2_A_osteoarthritis,Cozim-Melges_2024,C4_GNN_NLP_Fusion,46,0.2909,0.2635
RQ2_A_osteoarthritis,Pinos-Cisneros_2023,C4_GNN_NLP_Fusion,42,0.4469,0.0202
RQ2_A_osteoarthritis,Pinos-Cisneros_2023,C4_GNN_NLP_Fusion,43,0.4524,0.0465
RQ2_A_osteoarthritis,Pinos-Cisneros_2023,C4_GNN_NLP_Fusion,44,0.4771,0.0246
RQ2_A_osteoarthritis,Pinos-Cisneros_2023,C4_GNN_NLP_Fusion,45,0.4538,0.0202
RQ2_A_osteoarthritis,Pinos-Cisneros_2023,C4_GNN_NLP_Fusion,46,0.4466,0.0289
RQ2_A_osteoarthritis,van_der_Valk_2021,C4_GNN_NLP_Fusion,42,0.3381,0.2859
RQ2_A_osteoarthritis,van_der_Valk_2021,C4_GNN_NLP_Fusion,43,0.3583,0.2807
RQ2_A_osteoarthritis,van_der_Valk_2021,C4_GNN_NLP_Fusion,44,0.3574,0.1994
RQ2_A_osteoarthritis,van_der_Valk_2021,C4_GNN_NLP_Fusion,45,0.3182,0.2484
RQ2_A_osteoarthritis,van_der_Valk_2021,C4_GNN_NLP_Fusion,46,0.2961,0.2885
RQ2_A_osteoarthritis,Meijboom_2021,C4_GNN_NLP_Fusion,42,0.1271,0.6571
RQ2_A_osteoarthritis,Meijboom_2021,C4_GNN_NLP_Fusion,43,0.1332,0.62
RQ2_A_osteoarthritis,Meijboom_2021,C4_GNN_NLP_Fusion,44,0.1367,0.6054
RQ2_A_osteoarthritis,Meijboom_2021,C4_GNN_NLP_Fusion,45,0.1268,0.6111
RQ2_A_osteoarthritis,Meijboom_2021,C4_GNN_NLP_Fusion,46,0.1327,0.6043
RQ2_A_osteoarthritis,Tektonidou_2019,C4_GNN_NLP_Fusion,42,0.2312,0.3661
RQ2_A_osteoarthritis,Tektonidou_2019,C4_GNN_NLP_Fusion,43,0.2162,0.3754
RQ2_A_osteoarthritis,Tektonidou_2019,C4_GNN_NLP_Fusion,44,0.2156,0.3395
RQ2_A_osteoarthritis,Tektonidou_2019,C4_GNN_NLP_Fusion,45,0.2257,0.3546
RQ2_A_osteoarthritis,Tektonidou_2019,C4_GNN_NLP_Fusion,46,0.2517,0.3434
RQ2_B_ptsd,Tumkaya_2018,C1_TFIDF_SVM,42,0.597,0.0
RQ2_B_ptsd,Tumkaya_2018,C1_TFIDF_SVM,43,0.597,0.0
RQ2_B_ptsd,Tumkaya_2018,C1_TFIDF_SVM,44,0.597,0.0
RQ2_B_ptsd,Tumkaya_2018,C1_TFIDF_SVM,45,0.597,0.0
RQ2_B_ptsd,Tumkaya_2018,C1_TFIDF_SVM,46,0.597,0.0
RQ2_B_ptsd,Rinne_2021,C1_TFIDF_SVM,42,0.3849,0.048
RQ2_B_ptsd,Rinne_2021,C1_TFIDF_SVM,43,0.3849,0.048
RQ2_B_ptsd,Rinne_2021,C1_TFIDF_SVM,44,0.3849,0.048
RQ2_B_ptsd,Rinne_2021,C1_TFIDF_SVM,45,0.3849,0.048
RQ2_B_ptsd,Rinne_2021,C1_TFIDF_SVM,46,0.3849,0.048
RQ2_B_ptsd,Donners_2021,C1_TFIDF_SVM,42,0.3042,0.1615
RQ2_B_ptsd,Donners_2021,C1_TFIDF_SVM,43,0.3042,0.1615
RQ2_B_ptsd,Donners_2021,C1_TFIDF_SVM,44,0.3042,0.1615
RQ2_B_ptsd,Donners_2021,C1_TFIDF_SVM,45,0.3042,0.1615
RQ2_B_ptsd,Donners_2021,C1_TFIDF_SVM,46,0.3042,0.1615
RQ2_B_ptsd,Smid_2019,C1_TFIDF_SVM,42,0.4379,0.1274
RQ2_B_ptsd,Smid_2019,C1_TFIDF_SVM,43,0.4379,0.1274
RQ2_B_ptsd,Smid_2019,C1_TFIDF_SVM,44,0.4379,0.1274
RQ2_B_ptsd,Smid_2019,C1_TFIDF_SVM,45,0.4379,0.1274
RQ2_B_ptsd,Smid_2019,C1_TFIDF_SVM,46,0.4379,0.1274
RQ2_B_ptsd,Boersma-van_Dam_2024,C1_TFIDF_SVM,42,0.2999,0.3391
RQ2_B_ptsd,Boersma-van_Dam_2024,C1_TFIDF_SVM,43,0.2999,0.3391
RQ2_B_ptsd,Boersma-van_Dam_2024,C1_TFIDF_SVM,44,0.2999,0.3391
RQ2_B_ptsd,Boersma-van_Dam_2024,C1_TFIDF_SVM,45,0.2999,0.3391
RQ2_B_ptsd,Boersma-van_Dam_2024,C1_TFIDF_SVM,46,0.2999,0.3391
RQ2_B_ptsd,Oud_2018,C1_TFIDF_SVM,42,0.3729,0.3354
RQ2_B_ptsd,Oud_2018,C1_TFIDF_SVM,43,0.3729,0.3354
RQ2_B_ptsd,Oud_2018,C1_TFIDF_SVM,44,0.3729,0.3354
RQ2_B_ptsd,Oud_2018,C1_TFIDF_SVM,45,0.3729,0.3354
RQ2_B_ptsd,Oud_2018,C1_TFIDF_SVM,46,0.3729,0.3354
RQ2_B_ptsd,Tumkaya_2018,C2b_SciBERT_LR,42,0.4699,0.1428
RQ2_B_ptsd,Tumkaya_2018,C2b_SciBERT_LR,43,0.4699,0.1428
RQ2_B_ptsd,Tumkaya_2018,C2b_SciBERT_LR,44,0.4699,0.1428
RQ2_B_ptsd,Tumkaya_2018,C2b_SciBERT_LR,45,0.4699,0.1428
RQ2_B_ptsd,Tumkaya_2018,C2b_SciBERT_LR,46,0.4699,0.1428
RQ2_B_ptsd,Rinne_2021,C2b_SciBERT_LR,42,0.2745,0.2271
RQ2_B_ptsd,Rinne_2021,C2b_SciBERT_LR,43,0.2745,0.2271
RQ2_B_ptsd,Rinne_2021,C2b_SciBERT_LR,44,0.2745,0.2271
RQ2_B_ptsd,Rinne_2021,C2b_SciBERT_LR,45,0.2745,0.2271
RQ2_B_ptsd,Rinne_2021,C2b_SciBERT_LR,46,0.2745,0.2271
RQ2_B_ptsd,Donners_2021,C2b_SciBERT_LR,42,0.2963,0.0769
RQ2_B_ptsd,Donners_2021,C2b_SciBERT_LR,43,0.2963,0.0769
RQ2_B_ptsd,Donners_2021,C2b_SciBERT_LR,44,0.2963,0.0769
RQ2_B_ptsd,Donners_2021,C2b_SciBERT_LR,45,0.2963,0.0769
RQ2_B_ptsd,Donners_2021,C2b_SciBERT_LR,46,0.2963,0.0769
RQ2_B_ptsd,Smid_2019,C2b_SciBERT_LR,42,0.4996,0.1101
RQ2_B_ptsd,Smid_2019,C2b_SciBERT_LR,43,0.4996,0.1101
RQ2_B_ptsd,Smid_2019,C2b_SciBERT_LR,44,0.4996,0.1101
RQ2_B_ptsd,Smid_2019,C2b_SciBERT_LR,45,0.4996,0.1101
RQ2_B_ptsd,Smid_2019,C2b_SciBERT_LR,46,0.4996,0.1101
RQ2_B_ptsd,Boersma-van_Dam_2024,C2b_SciBERT_LR,42,0.3151,0.2891
RQ2_B_ptsd,Boersma-van_Dam_2024,C2b_SciBERT_LR,43,0.3151,0.2891
RQ2_B_ptsd,Boersma-van_Dam_2024,C2b_SciBERT_LR,44,0.3151,0.2891
RQ2_B_ptsd,Boersma-van_Dam_2024,C2b_SciBERT_LR,45,0.3151,0.2891
RQ2_B_ptsd,Boersma-van_Dam_2024,C2b_SciBERT_LR,46,0.3151,0.2891
RQ2_B_ptsd,Oud_2018,C2b_SciBERT_LR,42,0.2935,0.3919
RQ2_B_ptsd,Oud_2018,C2b_SciBERT_LR,43,0.2935,0.3919
RQ2_B_ptsd,Oud_2018,C2b_SciBERT_LR,44,0.2935,0.3919
RQ2_B_ptsd,Oud_2018,C2b_SciBERT_LR,45,0.2935,0.3919
RQ2_B_ptsd,Oud_2018,C2b_SciBERT_LR,46,0.2935,0.3919
RQ2_B_ptsd,Tumkaya_2018,C2a_SciBERT_SVM,42,0.4195,0.1442
RQ2_B_ptsd,Tumkaya_2018,C2a_SciBERT_SVM,43,0.4195,0.1442
RQ2_B_ptsd,Tumkaya_2018,C2a_SciBERT_SVM,44,0.4195,0.1442
RQ2_B_ptsd,Tumkaya_2018,C2a_SciBERT_SVM,45,0.4195,0.1442
RQ2_B_ptsd,Tumkaya_2018,C2a_SciBERT_SVM,46,0.4195,0.1442
RQ2_B_ptsd,Rinne_2021,C2a_SciBERT_SVM,42,0.325,0.1693
RQ2_B_ptsd,Rinne_2021,C2a_SciBERT_SVM,43,0.325,0.1693
RQ2_B_ptsd,Rinne_2021,C2a_SciBERT_SVM,44,0.325,0.1693
RQ2_B_ptsd,Rinne_2021,C2a_SciBERT_SVM,45,0.325,0.1693
RQ2_B_ptsd,Rinne_2021,C2a_SciBERT_SVM,46,0.325,0.1693
RQ2_B_ptsd,Donners_2021,C2a_SciBERT_SVM,42,0.3644,0.2154
RQ2_B_ptsd,Donners_2021,C2a_SciBERT_SVM,43,0.3644,0.2154
RQ2_B_ptsd,Donners_2021,C2a_SciBERT_SVM,44,0.3644,0.2154
RQ2_B_ptsd,Donners_2021,C2a_SciBERT_SVM,45,0.3644,0.2154
RQ2_B_ptsd,Donners_2021,C2a_SciBERT_SVM,46,0.3644,0.2154
RQ2_B_ptsd,Smid_2019,C2a_SciBERT_SVM,42,0.5102,0.0292
RQ2_B_ptsd,Smid_2019,C2a_SciBERT_SVM,43,0.5102,0.0292
RQ2_B_ptsd,Smid_2019,C2a_SciBERT_SVM,44,0.5102,0.0292
RQ2_B_ptsd,Smid_2019,C2a_SciBERT_SVM,45,0.5102,0.0292
RQ2_B_ptsd,Smid_2019,C2a_SciBERT_SVM,46,0.5102,0.0292
RQ2_B_ptsd,Boersma-van_Dam_2024,C2a_SciBERT_SVM,42,0.3554,0.2157
RQ2_B_ptsd,Boersma-van_Dam_2024,C2a_SciBERT_SVM,43,0.3554,0.2157
RQ2_B_ptsd,Boersma-van_Dam_2024,C2a_SciBERT_SVM,44,0.3554,0.2157
RQ2_B_ptsd,Boersma-van_Dam_2024,C2a_SciBERT_SVM,45,0.3554,0.2157
RQ2_B_ptsd,Boersma-van_Dam_2024,C2a_SciBERT_SVM,46,0.3554,0.2157
RQ2_B_ptsd,Oud_2018,C2a_SciBERT_SVM,42,0.312,0.3005
RQ2_B_ptsd,Oud_2018,C2a_SciBERT_SVM,43,0.312,0.3005
RQ2_B_ptsd,Oud_2018,C2a_SciBERT_SVM,44,0.312,0.3005
RQ2_B_ptsd,Oud_2018,C2a_SciBERT_SVM,45,0.312,0.3005
RQ2_B_ptsd,Oud_2018,C2a_SciBERT_SVM,46,0.312,0.3005
RQ2_B_ptsd,Tumkaya_2018,C3_GAT_only,42,0.3789,0.14
RQ2_B_ptsd,Tumkaya_2018,C3_GAT_only,43,0.3907,0.1886
RQ2_B_ptsd,Tumkaya_2018,C3_GAT_only,44,0.4233,0.1636
RQ2_B_ptsd,Tumkaya_2018,C3_GAT_only,45,0.3955,0.1359
RQ2_B_ptsd,Tumkaya_2018,C3_GAT_only,46,0.4174,0.1567
RQ2_B_ptsd,Rinne_2021,C3_GAT_only,42,0.4143,0.0095
RQ2_B_ptsd,Rinne_2021,C3_GAT_only,43,0.3677,0.0463
RQ2_B_ptsd,Rinne_2021,C3_GAT_only,44,0.3712,0.0259
RQ2_B_ptsd,Rinne_2021,C3_GAT_only,45,0.3852,0.0242
RQ2_B_ptsd,Rinne_2021,C3_GAT_only,46,0.3802,0.0305
RQ2_B_ptsd,Donners_2021,C3_GAT_only,42,0.1684,0.5769
RQ2_B_ptsd,Donners_2021,C3_GAT_only,43,0.1793,0.5923
RQ2_B_ptsd,Donners_2021,C3_GAT_only,44,0.1739,0.5885
RQ2_B_ptsd,Donners_2021,C3_GAT_only,45,0.179,0.5808
RQ2_B_ptsd,Donners_2021,C3_GAT_only,46,0.1567,0.5962
RQ2_B_ptsd,Smid_2019,C3_GAT_only,42,0.2976,0.181
RQ2_B_ptsd,Smid_2019,C3_GAT_only,43,0.3037,0.2353
RQ2_B_ptsd,Smid_2019,C3_GAT_only,44,0.2945,0.1793
RQ2_B_ptsd,Smid_2019,C3_GAT_only,45,0.3126,0.1232
RQ2_B_ptsd,Smid_2019,C3_GAT_only,46,0.3066,0.1533
RQ2_B_ptsd,Boersma-van_Dam_2024,C3_GAT_only,42,0.2526,0.3962
RQ2_B_ptsd,Boersma-van_Dam_2024,C3_GAT_only,43,0.233,0.3916
RQ2_B_ptsd,Boersma-van_Dam_2024,C3_GAT_only,44,0.2205,0.3625
RQ2_B_ptsd,Boersma-van_Dam_2024,C3_GAT_only,45,0.2188,0.3636
RQ2_B_ptsd,Boersma-van_Dam_2024,C3_GAT_only,46,0.2132,0.3778
RQ2_B_ptsd,Oud_2018,C3_GAT_only,42,0.5098,0.2881
RQ2_B_ptsd,Oud_2018,C3_GAT_only,43,0.5232,0.2717
RQ2_B_ptsd,Oud_2018,C3_GAT_only,44,0.5026,0.2748
RQ2_B_ptsd,Oud_2018,C3_GAT_only,45,0.493,0.3046
RQ2_B_ptsd,Oud_2018,C3_GAT_only,46,0.4775,0.3087
RQ2_B_ptsd,Tumkaya_2018,C4_GNN_NLP_Fusion,42,0.3705,0.201
RQ2_B_ptsd,Tumkaya_2018,C4_GNN_NLP_Fusion,43,0.3712,0.1775
RQ2_B_ptsd,Tumkaya_2018,C4_GNN_NLP_Fusion,44,0.3368,0.1594
RQ2_B_ptsd,Tumkaya_2018,C4_GNN_NLP_Fusion,45,0.3649,0.1969
RQ2_B_ptsd,Tumkaya_2018,C4_GNN_NLP_Fusion,46,0.3929,0.1872
RQ2_B_ptsd,Rinne_2021,C4_GNN_NLP_Fusion,42,0.2825,0.2486
RQ2_B_ptsd,Rinne_2021,C4_GNN_NLP_Fusion,43,0.2637,0.252
RQ2_B_ptsd,Rinne_2021,C4_GNN_NLP_Fusion,44,0.2785,0.231
RQ2_B_ptsd,Rinne_2021,C4_GNN_NLP_Fusion,45,0.2836,0.2259
RQ2_B_ptsd,Rinne_2021,C4_GNN_NLP_Fusion,46,0.2533,0.2395
RQ2_B_ptsd,Donners_2021,C4_GNN_NLP_Fusion,42,0.215,0.0115
RQ2_B_ptsd,Donners_2021,C4_GNN_NLP_Fusion,43,0.1741,0.0077
RQ2_B_ptsd,Donners_2021,C4_GNN_NLP_Fusion,44,0.1652,0.0269
RQ2_B_ptsd,Donners_2021,C4_GNN_NLP_Fusion,45,0.1777,0.0
RQ2_B_ptsd,Donners_2021,C4_GNN_NLP_Fusion,46,0.209,0.0
RQ2_B_ptsd,Smid_2019,C4_GNN_NLP_Fusion,42,0.4179,0.2062
RQ2_B_ptsd,Smid_2019,C4_GNN_NLP_Fusion,43,0.44,0.0876
RQ2_B_ptsd,Smid_2019,C4_GNN_NLP_Fusion,44,0.4086,0.145
RQ2_B_ptsd,Smid_2019,C4_GNN_NLP_Fusion,45,0.4046,0.1222
RQ2_B_ptsd,Smid_2019,C4_GNN_NLP_Fusion,46,0.4352,0.0904
RQ2_B_ptsd,Boersma-van_Dam_2024,C4_GNN_NLP_Fusion,42,0.2589,0.4462
RQ2_B_ptsd,Boersma-van_Dam_2024,C4_GNN_NLP_Fusion,43,0.3015,0.3314
RQ2_B_ptsd,Boersma-van_Dam_2024,C4_GNN_NLP_Fusion,44,0.2872,0.3172
RQ2_B_ptsd,Boersma-van_Dam_2024,C4_GNN_NLP_Fusion,45,0.2681,0.3534
RQ2_B_ptsd,Boersma-van_Dam_2024,C4_GNN_NLP_Fusion,46,0.257,0.3697
RQ2_B_ptsd,Oud_2018,C4_GNN_NLP_Fusion,42,0.2726,0.4443
RQ2_B_ptsd,Oud_2018,C4_GNN_NLP_Fusion,43,0.2375,0.4978
RQ2_B_ptsd,Oud_2018,C4_GNN_NLP_Fusion,44,0.246,0.4608
RQ2_B_ptsd,Oud_2018,C4_GNN_NLP_Fusion,45,0.2589,0.4351
RQ2_B_ptsd,Oud_2018,C4_GNN_NLP_Fusion,46,0.2801,0.4464
